Name		minicontrol		Action			Detect			Sensitivity						|<--	Output					-->|
			F#7	Click	Double Click	Quad Click	on	0	102	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E105:G105)="","",UNICHAR(34)&H105&" "&I105&" "&J105&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E105),"",L105)	=IF(ISBLANK(E105),"",LOOKUP(E105,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F105),"",M105)	=IF(ISBLANK(F105),"",LOOKUP(F105,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G105),"",N105)	=IF(ISBLANK(G105),"",LOOKUP(G105,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E105:G105)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			G7	Delete	Delete	Delete	on	0	103	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E106:G106)="","",UNICHAR(34)&H106&" "&I106&" "&J106&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E106),"",L106)	=IF(ISBLANK(E106),"",LOOKUP(E106,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F106),"",M106)	=IF(ISBLANK(F106),"",LOOKUP(F106,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G106),"",N106)	=IF(ISBLANK(G106),"",LOOKUP(G106,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E106:G106)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			G#7	Middle Click	Middle Double Click	Middle Triple Click	on	0	104	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E107:G107)="","",UNICHAR(34)&H107&" "&I107&" "&J107&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E107),"",L107)	=IF(ISBLANK(E107),"",LOOKUP(E107,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F107),"",M107)	=IF(ISBLANK(F107),"",LOOKUP(F107,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G107),"",N107)	=IF(ISBLANK(G107),"",LOOKUP(G107,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E107:G107)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			A7	Escape	Escape	Escape	on	0	105	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E108:G108)="","",UNICHAR(34)&H108&" "&I108&" "&J108&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E108),"",L108)	=IF(ISBLANK(E108),"",LOOKUP(E108,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F108),"",M108)	=IF(ISBLANK(F108),"",LOOKUP(F108,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G108),"",N108)	=IF(ISBLANK(G108),"",LOOKUP(G108,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E108:G108)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			A#7	Right Click	Right Double Click	Right Triple Click	on	0	106	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E109:G109)="","",UNICHAR(34)&H109&" "&I109&" "&J109&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E109),"",L109)	=IF(ISBLANK(E109),"",LOOKUP(E109,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F109),"",M109)	=IF(ISBLANK(F109),"",LOOKUP(F109,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G109),"",N109)	=IF(ISBLANK(G109),"",LOOKUP(G109,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E109:G109)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			B7	Tab Back	Tab Back	Tab Back	on	0	107	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E110:G110)="","",UNICHAR(34)&H110&" "&I110&" "&J110&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E110),"",L110)	=IF(ISBLANK(E110),"",LOOKUP(E110,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F110),"",M110)	=IF(ISBLANK(F110),"",LOOKUP(F110,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G110),"",N110)	=IF(ISBLANK(G110),"",LOOKUP(G110,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E110:G110)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			C8	Alt Tab	Alt Tab	Alt Tab	on	0	108	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E111:G111)="","",UNICHAR(34)&H111&" "&I111&" "&J111&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E111),"",L111)	=IF(ISBLANK(E111),"",LOOKUP(E111,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F111),"",M111)	=IF(ISBLANK(F111),"",LOOKUP(F111,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G111),"",N111)	=IF(ISBLANK(G111),"",LOOKUP(G111,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E111:G111)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
	MidiMouse		C#8	Alt 4	Shift Alt 4	Control Alt 4	on	0	109	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E112:G112)="","",UNICHAR(34)&H112&" "&I112&" "&J112&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E112),"",L112)	=IF(ISBLANK(E112),"",LOOKUP(E112,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F112),"",M112)	=IF(ISBLANK(F112),"",LOOKUP(F112,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G112),"",N112)	=IF(ISBLANK(G112),"",LOOKUP(G112,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E112:G112)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			D8	Alt D	Shift Alt D	Control Alt D	on	0	110	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E113:G113)="","",UNICHAR(34)&H113&" "&I113&" "&J113&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E113),"",L113)	=IF(ISBLANK(E113),"",LOOKUP(E113,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F113),"",M113)	=IF(ISBLANK(F113),"",LOOKUP(F113,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G113),"",N113)	=IF(ISBLANK(G113),"",LOOKUP(G113,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E113:G113)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			D#8	Alt 5	Shift Alt 5	Control Alt 5	on	0	111	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E114:G114)="","",UNICHAR(34)&H114&" "&I114&" "&J114&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E114),"",L114)	=IF(ISBLANK(E114),"",LOOKUP(E114,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F114),"",M114)	=IF(ISBLANK(F114),"",LOOKUP(F114,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G114),"",N114)	=IF(ISBLANK(G114),"",LOOKUP(G114,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E114:G114)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			E8	Alt E	Shift Alt E	Control Alt E	on	0	112	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E115:G115)="","",UNICHAR(34)&H115&" "&I115&" "&J115&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E115),"",L115)	=IF(ISBLANK(E115),"",LOOKUP(E115,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F115),"",M115)	=IF(ISBLANK(F115),"",LOOKUP(F115,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G115),"",N115)	=IF(ISBLANK(G115),"",LOOKUP(G115,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E115:G115)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			F8	Alt F	Shift Alt F	Control Alt F	on	0	113	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E116:G116)="","",UNICHAR(34)&H116&" "&I116&" "&J116&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E116),"",L116)	=IF(ISBLANK(E116),"",LOOKUP(E116,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F116),"",M116)	=IF(ISBLANK(F116),"",LOOKUP(F116,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G116),"",N116)	=IF(ISBLANK(G116),"",LOOKUP(G116,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E116:G116)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			F#8	Alt 6	Shift Alt 6	Control Alt 6	on	0	114	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E117:G117)="","",UNICHAR(34)&H117&" "&I117&" "&J117&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E117),"",L117)	=IF(ISBLANK(E117),"",LOOKUP(E117,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F117),"",M117)	=IF(ISBLANK(F117),"",LOOKUP(F117,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G117),"",N117)	=IF(ISBLANK(G117),"",LOOKUP(G117,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E117:G117)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			G8	Alt G	Shift Alt G	Control Alt G	on	0	115	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E118:G118)="","",UNICHAR(34)&H118&" "&I118&" "&J118&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E118),"",L118)	=IF(ISBLANK(E118),"",LOOKUP(E118,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F118),"",M118)	=IF(ISBLANK(F118),"",LOOKUP(F118,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G118),"",N118)	=IF(ISBLANK(G118),"",LOOKUP(G118,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E118:G118)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			G#8	Alt 7	Shift Alt 7	Control Alt 7	on	0	116	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E119:G119)="","",UNICHAR(34)&H119&" "&I119&" "&J119&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E119),"",L119)	=IF(ISBLANK(E119),"",LOOKUP(E119,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F119),"",M119)	=IF(ISBLANK(F119),"",LOOKUP(F119,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G119),"",N119)	=IF(ISBLANK(G119),"",LOOKUP(G119,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E119:G119)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			A8	Alt H	Shift Alt H	Control Alt H	on	0	117	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E120:G120)="","",UNICHAR(34)&H120&" "&I120&" "&J120&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E120),"",L120)	=IF(ISBLANK(E120),"",LOOKUP(E120,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F120),"",M120)	=IF(ISBLANK(F120),"",LOOKUP(F120,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G120),"",N120)	=IF(ISBLANK(G120),"",LOOKUP(G120,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E120:G120)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			A#8	Alt 8	Shift Alt 8	Control Alt 8	on	0	118	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E121:G121)="","",UNICHAR(34)&H121&" "&I121&" "&J121&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E121),"",L121)	=IF(ISBLANK(E121),"",LOOKUP(E121,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F121),"",M121)	=IF(ISBLANK(F121),"",LOOKUP(F121,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G121),"",N121)	=IF(ISBLANK(G121),"",LOOKUP(G121,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E121:G121)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			B8	Alt I	Shift Alt I	Control Alt I	on	0	119	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E122:G122)="","",UNICHAR(34)&H122&" "&I122&" "&J122&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E122),"",L122)	=IF(ISBLANK(E122),"",LOOKUP(E122,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F122),"",M122)	=IF(ISBLANK(F122),"",LOOKUP(F122,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G122),"",N122)	=IF(ISBLANK(G122),"",LOOKUP(G122,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E122:G122)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			C9	Alt J	Shift Alt J	Control Alt J	on	0	120	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E123:G123)="","",UNICHAR(34)&H123&" "&I123&" "&J123&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E123),"",L123)	=IF(ISBLANK(E123),"",LOOKUP(E123,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F123),"",M123)	=IF(ISBLANK(F123),"",LOOKUP(F123,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G123),"",N123)	=IF(ISBLANK(G123),"",LOOKUP(G123,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E123:G123)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			C#9				on	0	121	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E124:G124)="","",UNICHAR(34)&H124&" "&I124&" "&J124&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E124),"",L124)	=IF(ISBLANK(E124),"",LOOKUP(E124,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F124),"",M124)	=IF(ISBLANK(F124),"",LOOKUP(F124,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G124),"",N124)	=IF(ISBLANK(G124),"",LOOKUP(G124,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E124:G124)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			D9				on	0	122	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E125:G125)="","",UNICHAR(34)&H125&" "&I125&" "&J125&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E125),"",L125)	=IF(ISBLANK(E125),"",LOOKUP(E125,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F125),"",M125)	=IF(ISBLANK(F125),"",LOOKUP(F125,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G125),"",N125)	=IF(ISBLANK(G125),"",LOOKUP(G125,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E125:G125)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			D#9				on	0	123	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E126:G126)="","",UNICHAR(34)&H126&" "&I126&" "&J126&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E126),"",L126)	=IF(ISBLANK(E126),"",LOOKUP(E126,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F126),"",M126)	=IF(ISBLANK(F126),"",LOOKUP(F126,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G126),"",N126)	=IF(ISBLANK(G126),"",LOOKUP(G126,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E126:G126)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			E9				on	0	124	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E127:G127)="","",UNICHAR(34)&H127&" "&I127&" "&J127&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E127),"",L127)	=IF(ISBLANK(E127),"",LOOKUP(E127,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F127),"",M127)	=IF(ISBLANK(F127),"",LOOKUP(F127,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G127),"",N127)	=IF(ISBLANK(G127),"",LOOKUP(G127,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E127:G127)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			F9				on	0	125	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E128:G128)="","",UNICHAR(34)&H128&" "&I128&" "&J128&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E128),"",L128)	=IF(ISBLANK(E128),"",LOOKUP(E128,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F128),"",M128)	=IF(ISBLANK(F128),"",LOOKUP(F128,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G128),"",N128)	=IF(ISBLANK(G128),"",LOOKUP(G128,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E128:G128)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			F#9				on	0	126	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E129:G129)="","",UNICHAR(34)&H129&" "&I129&" "&J129&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E129),"",L129)	=IF(ISBLANK(E129),"",LOOKUP(E129,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F129),"",M129)	=IF(ISBLANK(F129),"",LOOKUP(F129,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G129),"",N129)	=IF(ISBLANK(G129),"",LOOKUP(G129,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E129:G129)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
			G9				on	0	127	1	[1-9]|1[0-9]|2[0-4]) 	2[5-9]|[3-9][0-9]|1[0-1][0-9]) 	12[0-7]) 	127	=IF(CONCAT(E130:G130)="","",UNICHAR(34)&H130&" "&I130&" "&J130&UNICHAR(34)&" ) case "&UNICHAR(34)&"$data2"&UNICHAR(34)&" in ")	=IF(ISBLANK(E130),"",L130)	=IF(ISBLANK(E130),"",LOOKUP(E130,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(F130),"",M130)	=IF(ISBLANK(F130),"",LOOKUP(F130,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";;  ")	=IF(ISBLANK(G130),"",N130)	=IF(ISBLANK(G130),"",LOOKUP(G130,$Actions.$B$2:$Actions.$B$1107,$Actions.$D$2:$Actions.$D$1107)&";; ")	=IF(CONCAT(E130:G130)="","","esac ;;  "&UNICHAR(13)&UNICHAR(10))
